MESSENGER_TEAM	Team
MAP_MONKEYDUNGEON_2_A	Normalny Loch Ma³p (Jinno)
MAP_MONKEYDUNGEON_2_B	Normalny Loch Ma³p (Shinsoo)
MAP_MONKEYDUNGEON_2_C	Normalny Loch Ma³p (Chunjo)
MAP_CITY_A	Pierwsza Wioska
MAP_CITY_B	Druga Wioska
MAP_CURSED	Przeklêty Obszar
MAP_MONKEYDUNGEON_1	£atwy Loch Ma³p
MAP_MONKEYDUNGEON_2	Normalny Loch Ma³p
MAP_MONKEYDUNGEON_3	Trudny Loch Ma³p
MAP_ORCS	Dolina Orków
MAP_DESERT	Pustynia
MAP_SNOW	Lodowe Góry
MAP_SPIDERDUNGEON_1	Loch Paj¹ków (poziom 1)
MAP_SPIDERDUNGEON_2	Loch Paj¹ków (poziom 2)
MAP_SPIDERDUNGEON_3	Loch Paj¹ków (poziom 3)
MAP_MILGYO	Œwi¹tynia Ciemnoœci
MAP_TRENT_1	Las Duchów
MAP_TRENT_2	Czerwony Las Duchów
MAP_FLAME	Piek³o
MAP_LORDSROOM	Sala Lordów
MAP_GIANTS	Kraina Gigantów
MAP_ATLANTIS_1	Atlantyda
MAP_ATLANTIS_2	Atlantyda (poziom 2)
MAP_BAYBLACKSAND	Nefrytowa Zatoka
MAP_SHADOWCAVE	Grota Cieni
MAP_MOONCAVE	Ksiê¿ycowa Grota
MAP_DEVILTOWER	Wie¿a Demonów
MAP_SPIDERCAVE	Komnata Baron. Paj¹ków
MAP_DEVILCAVE	Piekielne Katakumby
MAP_N_SNOW_DUNGEON_01	Stra¿nica Nemere
MAP_ATLANTIS_3	Œwi¹tynia Smoka
MAP_SKELETONTOWER	Wie¿a Szkieletów
MAP_GOLD_TREASURY	Skarbiec
MAP_TAMUZSANCTUARY	Cytadela Razadora
MAP_MELEY	Schronienie Meley
MAP_GUILD	Ziemie Gildii
MAP_FISH	Kraina Wêdkarzy
MAP_MINE	Kopalnia
MAP_EMPIREWAR	Wojna Królestw
MAP_EVENT_A	Jinno (lokacja eventowa)
MAP_EVENT_B	Shinsoo (lokacja eventowa)
MAP_EVENT	Lokacja Eventowa
MAP_NONE	Nieznana lokacja
MAP_SNAKE	Wê¿owe Pole
MAP_OXEVENT	Konkurs OX
MAP_GUILDWAR	Obszar Wojenny
MAP_ADMINAREA	Teren Administracji
MAP_DUEL	Arena Walk
MAP_WEDDING	Obszar Œlubny
MAP_NAWIE	Nawia
MAP_UNDERWORLD	Zaœwiaty
MAP_CLIFF	Urwisko
MAP_SNOWMAZE	Lodowy Labirynt
MAP_A2_1	
MAP_A3	Strefa Yayang
MAP_AG	Jungrang
MAP_B3	Strefa Bokjung
MAP_BAY	Nefrytowa Zatoka
DUNGEON_DT	Wie¿a Demonów
DALSZE_ZAKATKI	Dalsze Zak¹tki
WIEZA_ORK	Kraina Orków
MAP_BAYBLACKSAND	Nefrytowa Zatoka
MAP_BG	Waryong
MAP_C3	Strefa Bakra
MAP_CAPE	Przyl¹dek Smoczego Ognia
MAP_CAPEDRAGONHEAD	Przyl¹dek Smoczego Ognia
MAP_CG	Imha
MAP_DAWN	Klif Gautama
MAP_DAWNMISTWOOD	Klif Gautama
MAP_WELA	Kraina Wela
MAP_DEVILTOWER1	Wie¿a Demonów
MAP_E	Kolonia
MAP_EMPIREWAR01	Walka o Zamek
MAP_EMPIREWAR02	Walka o Zamek
MAP_EMPIREWAR03	Walka o Zamek
MAP_GUILD_01	Jungrang
MAP_GUILD_02	Waryong
MAP_GUILD_03	Imha
MAP_HOLYPLACE_DESERT	Wojna Królestw - Pustynna Kraina
MAP_HOLYPLACE_FLAME	Wojna Królestw - Ognista Ziemia
MAP_HOLYPLACE_ICE	Wojna Królestw - Lodowa Ziemia
MAP_MILGYO_A	
MAP_MONKEY_DUNGEON	Hasun Dong
MAP_MONKEY_DUNGEON2	Jungsun Dong
MAP_MONKEY_DUNGEON3	Sangsun Dong
MAP_MONKEY_DUNGEON_11	Hasun Dong
MAP_MONKEY_DUNGEON_12	Hasun Dong
MAP_MONKEY_DUNGEON_13	Hasun Dong
MAP_MT_THUNDER	Gromiste Góry
MAP_NUSLUCK	Kraina Gigantów
MAP_NUSLUCK01	Kraina Gigantów
MAP_N_DESERT_01	Pustynia Yongbi
MAP_N_DESERT_02	
MAP_N_FLAME_01	Ognista Ziemia
MAP_N_FLAME_02	
MAP_N_FLAME_DUNGEON_01	Twierdza Czerwonego Smoka
MAP_N_SNOWM_01	Góra Sohan
MAP_N_SNOWM_02	
MAP_N_THREEWAY	Dolina Seungryong
MAP_PATHWAY_DESERT_01	Wojna Królestw - Pustynna Kraina
MAP_PATHWAY_DESERT_02	Wojna Królestw - Pustynna Kraina
MAP_PATHWAY_DESERT_03	Wojna Królestw - Pustynna Kraina
MAP_PATHWAY_FLAME_01	Wojna Królestw - Ognista Ziemia
MAP_PATHWAY_FLAME_02	Wojna Królestw - Ognista Ziemia
MAP_PATHWAY_FLAME_03	Wojna Królestw - Ognista Ziemia
MAP_PATHWAY_ICE_01	Wojna Królestw - Lodowa Ziemia
MAP_PATHWAY_ICE_02	Plac Zabaw
MAP_PATHWAY_ICE_03	Wojna Królestw - Lodowa Ziemia
MAP_SKELTOWER	Wie¿a Gumsan
MAP_SKIPIA_DUNGEON_01	Grota Wygnañców
MAP_SKIPIA_DUNGEON_011	
MAP_SKIPIA_DUNGEON_012	
MAP_SKIPIA_DUNGEON_013	
MAP_SKIPIA_DUNGEON_02	Grota Wygnañców
MAP_SKIPIA_DUNGEON_021	
MAP_SKIPIA_DUNGEON_022	
MAP_SKIPIA_DUNGEON_023	
MAP_SKIPIA_DUNGEON_BOSS_1	Loch Paj¹ków 1
MAP_SKIPIA_DUNGEON_BOSS_2	Loch Paj¹ków 2
MAP_SKIPIA_DUNGEON_BOSS_3	Loch Paj¹ków 3
MAP_SPIDER	Kuahlo Dong
MAP_SPIDERDUNGEON	Loch Paj¹ków 1
MAP_SPIDERDUNGEON_02	Loch Paj¹ków 2
MAP_SPIDERDUNGEON_02_1	Loch Paj¹ków 2
MAP_SPIDERDUNGEON_03	Loch Paj¹ków 3
MAP_SUNGZI	Wojna Królestw
MAP_SUNGZI_DESERT_01	Wojna Królestw - Pustynny Kraj
MAP_SUNGZI_DESERT_HILL_01	Wojna Królestw - Pustynny Kraj
MAP_SUNGZI_DESERT_HILL_02	Wojna Królestw - Pustynny Kraj
MAP_SUNGZI_DESERT_HILL_03	Wojna Królestw - Pustynny Kraj
MAP_SUNGZI_FLAME_HILL_01	Wojna Królestw - Ognista Ziemia
MAP_SUNGZI_FLAME_HILL_02	Wojna Królestw - Ognista Ziemia
MAP_SUNGZI_FLAME_HILL_03	Wojna Królestw - Ognista Ziemia
MAP_SUNGZI_SNOW	Wojna Królestw - Lodowa Ziemia
MAP_SUNGZI_SNOW_PASS01	Wojna Królestw - Lodowa Ziemia
MAP_SUNGZI_SNOW_PASS02	Wojna Królestw - Lodowa Ziemia
MAP_SUNGZI_SNOW_PASS03	Wojna Królestw - Lodowa Ziemia
MAP_T1	Obszar Wojny Gildii
MAP_T2	Obszar Wojny Gildii
MAP_T3	Obszar Wojny Gildii
MAP_T4	Obszar Wojny Gildii
MAP_TEMPLE	Œwi¹tynia Hwang
MAP_THUNDER	Gromiste Góry
MAP_TREE	Lungsam
MAP_TRENT	Las Duchów
MAP_TRENT02	Czerwony Las
MAP_TRENT02_A	Czerwony Las
MAP_TRENT_A	
MAP_WEDDING_01	Mapa Wesela
MAP_WL	Wê¿owe Pole
MAP_WL_01	Wê¿owe Pole
MAP_DEVILCATACOMB	Diabelskie Katakumby
MAP_SKIPIA_DUNGEON_BOSS	Œwi¹tynia Smoka
ITEM_ID_TOOLTIP	ID: %d
OFFLINE_SHOP_CTIME	Okreœl czas:
OFFLINE_SHOP_HOUR	Godziny:
OFFLINE_SHOP_DAY	Dni:
OFFLINE_SHOP_NAME	Nazwa sklepu:
OFFLINE_SHOP_EMPTY	Brak informacji
OFFLINE_SHOP_MAP	Mapa
OFFLINE_SHOP_LOC	Lokalizacja
OFFLINE_SHOP_CH	Kana³
OFFLINE_SHOP_TIMEE	Pozosta³y Czas
OFFLINE_SHOP_LOCALIZATION_01	%s
OFFLINE_SHOP_LOCALIZATION_02	(%d, %d)
OFFLINE_SHOP_LOCALIZATION_03	CH%d
OFFLINE_SHOP_TIME	Dni: %d, Godzin: %s
OFFLINE_SHOP_OPEN	Otworz sklep
OFFLINE_SHOP_CLOSE	Zamknij sklep
OFFLINE_SHOP_BANK	Wyp³aæ yangi
OFFLINE_SHOP_ADD_ITEM	Dodaj przedmiot
OFFLINE_SHOP_DELETE_ITEM	Usuñ przedmiot
OFFLINE_SHOP_SEARCH	Wyszukiwarka
OFFLINE_SHOP_ADD_ITEM_WINDOW	Dodaj przedmioty do swojego sklepu
OFFLINE_SHOP_DELETE_ITEM_WINDOW	Usuñ przedmioty ze swojego sklepu
OFFLINE_SHOP_IS_EMPTY	Twoj sklep jest pusty!
OFFLINE_SHOP_BANK_INFO	Iloœæ zarobionych pieniêdzy/przewidywalnego zarobku odœwie¿a siê automatycznie co 5 sekund!
OFFLINE_SHOP_BANK_WAIT	Musisz odczekaæ 30 sekund przed kolejn¹ probê wyp³acenia zarobionych yang!
OFFLINE_SHOP_BANK_BAD_VALUE	Wpisa³eœ niepoprawn¹ wartoœæ!
OFFLINE_SHOP_BANK_VALUE	Aktualnie zarobi³eœ:
OFFLINE_SHOP_BANK_BAD_VALUE	Wpisa³eœ niepoprawn¹ wartoœæ!
OFFLINE_SHOP_BANK_TITLE	Wyp³ata
OFFLINE_SHOP_BANK_EX	Wpisz kwotê wyp³aty:
OFFLINE_SHOP_INPUT_PRICE_DIALOG_TITLE	Cena
DROP_ITEM_FAILURE_OFFLINE_SHOP	Nie mo¿esz upuœciæ tego przedmiotu podczas otwierania sklepu!
MOVE_ITEM_FAILURE_OFFLINE_SHOP	Nie mo¿esz przenieœæ tego przedmiotu podczas otwierania sklepu!
OFFLINE_SHOP_CANNOT_SELL_ITEM	Nie mo¿esz sprzedaæ tego przedmiotu w sklepie!
USE_ITEM_FAILURE_OFFLINE_SHOP	Nie mo¿esz u¿yæ tego przedmiotu podczas otwierania sklepu!
DO_YOU_WANT_TO_REMOVE_ITEM	Chcesz usun¹æ %s ze swojego sklepu?
DO_YOU_WANT_TO_CLOSE_OFFLINE_SHOP	Chcesz zamkn¹æ swoj sklep?
OFFLINE_SHOP	Sklep offline
OFFLINE_SHOP_WARNING1	Od teraz kupujesz przedmioty prawym przyciskiem myszy, b¹dŸ ostro¿ny!
MOVE_CHANNEL_99	CH0
MOVE_CHANNEL_CANCEL	Anuluj
MOVE_CHANNEL_NOTICE	Jesteœ po³¹czony z kana³em %d.
MOVE_CHANNEL_NOT_MOVE	Nie mo¿esz zmieniæ swojego kana³u.
MOVE_CHANNEL_SELECT	OK
MOVE_CHANNEL_TITLE	Wybór kana³u
ITEMSHOP_ITEM_PRICE	Cena: %s SM
ITEMSHOP_CATEGORY_01	Czary przedmiotów
ITEMSHOP_CATEGORY_02	Kostiumy
ITEMSHOP_CATEGORY_03	Fryzury
ITEMSHOP_CATEGORY_04	Wierzchowce
ITEMSHOP_CATEGORY_05	Zwierzaki
ITEMSHOP_CATEGORY_06	Nak³adki na broñ
ITEMSHOP_CATEGORY_07	Przedmioty specjalne
ITEMSHOP_CATEGORY_08	Alchemia
ITEMSHOP_CATEGORY_09	Szarfy
ITEMSHOP_CATEGORY_10	Emblematy
ITEMSHOP_CATEGORY_11	Kupony SM
ITEMSHOP_CATEGORY_12	Vipy
ITEMSHOP_CATEGORY_13	Inne
ITEMSHOP_CATEGORY_14	Zestawy
ITEMSHOP_DO_YOU_ADD_ITEM	Czy chcesz dodaæ %s do sprzeda¿y?
ITEMSHOP_DO_YOU_EDIT_ITEM	Czy chcesz edytowaæ %s?
ITEMSHOP_DO_YOU_DELETE_ITEM	Czy chcesz usun¹æ %s?
ITEMSHOP_EDITOR_ADD_ITEM	Dodaj przedmiot
ITEMSHOP_EDITOR_ITEM_PREFIX	• %s
ITEMSHOP_DO_YOU_BUY_ITEM1	 Czy chcesz kupiæ %s za %s?
ITEMSHOP_DO_YOU_BUY_ITEM2	Czy chcesz kupiæ %s %s za %s?
ITEMSHOP_SELECT_SOCKET	Wybierz kamieñ
ITEMSHOP_SELECT_EMPTY	Brak
ITEMSHOP_SELECT_BONUS	Wybierz bonus
ITEMSHOP_SELECT_ITEM	Wybierz przedmiot
ITEMSHOP_NOT_ENOUGH_COINS	Nie masz na tyle monet, ¿eby zakupiæ przedmiot.
ITEMSHOP_INVENTORY_FULL	Nie ma miejsca w ekwipunku.
ITEMSHOP_WARP	Musisz odczekaæ 10 sekund.
ITEMSHOP_NON_EDITOR	Nie jesteœ edytorem, nie mo¿esz tego zrobiæ.
ITEMSHOP_COUNT	Wprowadzi³eœ nieprawid³ow¹ iloœæ przedmiotu.
ITEMSHOP_UNKNOWN_ERROR	Nieznany b³¹d
ITEMSHOP_SEARCH_TEXT	Wyszukaj przedmiot...
ITEMSHOP_DISCOUNT	Promocja: 
ITEMSHOP_DISCOUNT_END	Koniec promocji
ITEMSHOP_CASH_UNIT	|cFFFFCF48SM|r
ITEMSHOP_COUNT	Iloœæ
ITEMSHOP_WHEEL_COST	Cena losowania: 
ITEMSHOP_WHEEL_ITEM_LEFT	Pozosta³o:
ITEMSHOP_LIMITED_COUNT	Limitowany: |cFFf5ce42%d / %d
ITEMSHOP_LIMITED_TIME	Do koñca pozosta³o:
ITEMSHOP_DAILY_REWARD_TEXT	Dzieñ %d/28
ITEMSHOP_DAILY_REWARD_TITLE	Oto przedmioty, które mo¿esz zdobyæ:
ITEMSHOP_DAILY_REWARD_ITEM	• %s x %d
ITEMSHOP_DAILY_REWARD_WAIT	Nagroda odebrana ju¿ dzisiaj!
ITEMSHOP_DAILY_REWARD_GET	Mo¿esz teraz odebraæ swoj¹ nagrodê!
TOOLTIP_ITEMSHOP_UNIQUE_ITEM	[Unikat %d z %d]
ITEMSHOP_PREMIUM_EXP	Dodatkowe doœwiadczenie
ITEMSHOP_PREMIUM_ITEM	Wiêksza szana na drop
ITEMSHOP_PREMIUM_SAFEBOX	Wiêkszy magazyn
ITEMSHOP_PREMIUM_AUTOLOOT	Trzecia rêka
ITEMSHOP_PREMIUM_FISH_MIND	Wiêksza szans¹ na rzadk¹ rybê
ITEMSHOP_PREMIUM_MARRIAGE_FAST	Zmniejszony czas ma³¿eñstwa
ITEMSHOP_PREMIUM_GOLD	Wiêksza szansa na drop Yang
ITEMSHOP_ADDITIONAL_TIME	Czas trwania
ITEMSHOP_WHEEL_CHANCE	Szansa: %.02f%%
ITEMSHOP_CASH_TYPE_COIN	|cFFFFCF48SM|r
ITEMSHOP_CASH_TYPE_MARK	|cFFB682FFSZ|r
ITEMSHOP_DETAIL_CHECK	Kliknij przycisk Kup, aby sprawdziæ szczegó³y
ITEMSHOP_TOOLTIP_DETAILS	Ten element jest sprzedawany w ró¿nych konfiguracjach. Kliknij przycisk Kup, aby zobaczyæ wszystkie informacje.
ITEMSHOP_SELECT_ATTRIBUTE	Wybierz |cffffcf48BONUSY|r dla swojego przedmiotu
ITEMSHOP_SELECT_ATTRIBUTE_ERROR	Musisz wybraæ bonusy dla swojego 
ITEMSHOP_ATTRIBUTE_PVP	|cFFFFCF48(PvP)|r
ITEMSHOP_ATTRIBUTE_EXP	|cFFFFCF48(EXP)|r
ITEMSHOP_POPUP_ITEM_PROMO	|cFFc7ffb6%s|r jest teraz na promocji.
ITEMSHOP_POPUP_ITEM_LIMITED	|cFFc7ffb6%s|r jest dostêpny przez ograniczony czas.
ITEMSHOP_POPUP_ITEM_NEW	|cFFc7ffb6%s|r zosta³ dodany do sprzeda¿y.
ITEMSHOP_POPUP_SECOND_LINE	 - Kliknij, aby zobaczyæ.
ITEMSHOP_CASH_CATEGORY_TYPE_COIN	|cFFFFCF48Smocze Monety|r
ITEMSHOP_CASH_CATEGORY_TYPE_MARK	|cFFB682FFSmocze Znaki|r
ITEMSHOP_POPUP_ITEMS_PROMO	Dostêpne s¹ nowe promocje,
ITEMSHOP_POPUP_ITEMS_LIMITED	Dostêpne s¹ nowe limitowane oferty,
ITEMSHOP_POPUP_ITEMS_NEW	Dodano nowe przedmioty do sprzeda¿y,
UI_LOCATION_01	Zapisz
UI_LOCATION_02	Wczytaj
UI_LOCATION_03	Usuñ
UI_LOCATION_04	Pozycja niezapisana
UI_LOCATION_05	Ta pozycja jest ju¿ zajêta, spróbuj u¿yæ innej
UI_LOCATION_06	Zakoñcz zapisywanie poprzedniej pozycji aby zapisaæ kolejn¹
UI_LOCATION_07	Ta pozycja jest nieu¿ywana, spróbuj u¿yæ innej
UI_LOCATION_08	Maksymalna d³ugoœæ nazwy wynsoi %d znaków
TOOLTIP_DROP_INFO_SINGLE_COUNT	Mo¿na zdobyæ:
TOOLTIP_DROP_INFO_RANGE_COUNT	Mo¿na zdobyæ: %s - %s
TOOLTIP_DROP_INFO_PREFIX	• %s
QUEST_CATEGORY_00	Misje g³ówne
QUEST_CATEGORY_01	Misje dodatkowe
QUEST_CATEGORY_02	Polowania
QUEST_CATEGORY_03	Misje kolekcjonerskie
QUEST_CATEGORY_04	Misje eventowe
QUEST_CATEGORY_05	Codzienne misje
QUEST_CATEGORY_06	Systemy i Umiejêtnoœci
QUEST_CATEGORY_07	Daily Quest
LOGIN_FAILURE_LOADING_IN_PROGRESS	Wczytywanie zasobów gry, proszê czekaæ...
ACCE_ABSORB_COST	Cena absorpcji: %d
ACCE_ABSORB_CHANCE	Absorpcja: %d%%
ACCE_ABSORB_CHANCE2	%d%% - %d%%
ACCE_ALREADY_REGISTER	Przedmiot ten zosta³ ju¿ u¿yty.
ACCE_DEL_ABSORDITEM	Absorbowaæ i tym samym zniszczyæ przedmiot?
ACCE_DEL_SERVEITEM	Szarfa 2 ulegnie zniszczeniu, jeœli kombinacja siê nie powiedzie.
ACCE_DEL_SERVEITEM2	Szarfa 2 ulegnie zniszczeniu, jeœli kombinacja siê nie powiedzie.
ACCE_INITEM	Przeci¹gnij przedmioty do okienka.
ACCE_MAXGRADE	To posiada ju¿ stopieñ unikatowy.
ACCE_MAX_DRAINRATE	Maksymalny stopieñ absorpcji
ACCE_NOTABSORBITEM	Nie mo¿esz u¿ywaæ broni/zbroi, które zosta³y ju¿ absorbowane.
ACCE_NOT_SEALITEM	Nie mo¿esz u¿ywaæ przedmiotu przywi¹zanego do duszy.
ACCE_NOT_USINGITEM	Nie mo¿esz kombinowaæ wyposa¿onego przedmiotu.
ACCE_NOT_WINDOWOPEN	Nie mo¿esz u¿yæ przedmiotu przy otwartym okienku kombinacji.
ACCE_POSSIBLE_ACCE	Mo¿esz u¿ywaæ tylko szarf.
ACCE_POSSIBLE_ACCEITEM	Mo¿esz ekstrahowaæ bonusy tylko z broni i zbroi.
AFF_LOVE_POINT	Punkty Mi³osne: %d%%
ALIGNMENT_NAME	Punkty Rangi:
ATTACK_ERROR_UNKNOWN	Nieznany b³¹d podczas ataku: %s
ATTENDANCE_REWARD_QUESTION	Czy chcesz otrzymaæ swoj¹ nagrodê?
ATTR_6TH_7TH_ADD_QUESTION1	Nie mo¿esz u¿yæ tego przedmiotu w trakcie dodawania bonusu.
ATTR_6TH_7TH_ADD_QUESTION2	Czy naprawdê chcesz dodaæ bonus?
ATTR_6TH_7TH_CHANGE_FAIL	Bonusu nie mo¿na zmieniæ.
ATTR_6TH_7TH_DESC1	a. Musisz wybraæ materia³y potrzebne do dodania 6. lub 7. bonusu do przedmiotu.
ATTR_6TH_7TH_DESC2	b. Ka¿dy od³amek zwiêksza szansê na sukces o 2%.
ATTR_6TH_7TH_DESC3	c. U¿yj suplementu, by dodatkowo zwiêkszyæ szansê na sukces.
ATTR_6TH_7TH_DESC4	d. Dodanie bonusu trwa 24 godziny. NPC zatrzymuje przedmiot, do którego ma zostaæ dodany bonus. Gdy proces zostanie ukoñczony, mo¿esz odebraæ swój przedmiot.
ATTR_6TH_7TH_POSSIBILITY	Mo¿esz dodaæ jeden dodatkowy bonus.
ATTR_6TH_7TH_TOTAL_SUCCESS_PERCENT	Szansa na sukces: %.1f%%
AURA_DRAIN_PER	Stopnieñ absorpcji %.1f%%
AURA_EVOLUTION_GOLD	[Aura] Za ma³o Yang do rozwoju.
AURA_IMPOSSIBLE_ABSORBITEM	[Aura] Nie mo¿na przenieœæ ju¿ wiêcej bonusów.
AURA_IMPOSSIBLE_EQUIPITEM	[Aura] Nie mo¿na przenieœæ wyposa¿onych przedmiotów.
AURA_IMPOSSIBLE_EVOLUTION_ITEM	[Aura] Nie mo¿na rozwin¹æ.
AURA_IMPOSSIBLE_EVOLUTION_ITEMCOUNT	[Aura] Za ma³o przedmiotów do rozwoju.
AURA_IMPOSSIBLE_GROWTHITEM	[Aura] Nie mo¿na ulepszyæ.
AURA_IMPOSSIBLE_REFINEITEM	[Aura] Mo¿liwe s¹ tylko: szata aury, naszyjnik, kolczyk i bransoleta.
AURA_IMPOSSIBLE_SEALITEM	[Aura] Nie mo¿na przenieœæ przywi¹zanych do duszy przedmiotów.
AURA_ITEM_NEED_REGISTER	[Aura] Trzeba dodaæ przedmioty.
AURA_LEVEL_STEP	Pz. %d (poziom %d)
AURA_MAX_LEVEL	[Aura] Szata aury posiada maks. poziom.
AURA_NOTICE_DEL_ABSORDITEM	[Aura] Przeniesiony przedmiot ulegnie zniszczeniu.
AURA_OPEN_OTHER_WINDOW	Nie mo¿esz tego zrobiæ, gdy otwarte jest okno ulepszeñ, rozwoju lub transferu parametrów.
AURA_POSSIBLE_AURAITEM	[Aura] Mo¿liwa jest jedynie szata aury.
AURA_POSSIBLE_REGISTER_AURAITEM	[Aura] Najpierw trzeba dodaæ szatê aury.
AURA_TITLE_ABSORB	Przenieœ parametry na szatê aury
AURA_TITLE_EVOLUTION	Rozwiñ szatê aury
AURA_TITLE_GROWTH	Ulepsz szatê aury
AURA_TOOLTIP_EXP	PD (%d%% / 100%%)
AURA_TOOLTIP_LEVEL	Pz. %d (Poziom %d) (stopnieñ absorpcji %.1f%%)
AURA_TOOLTIP_NEED_YANG	%s Yang
AURA_TOOLTIP_NEXT	Nowoœæ
AURA_TOOLTIP_NOW	Aktualne
AURA_TOOLTIP_RESOURCE	Towar u¿ytkowy
AURA_TOOLTIP_RESOURCE_ITEM	%s * %d
AUTO_TOOLTIP_CLEAR	Zresetuj
AUTO_TOOLTIP_LINE1	Umiejêtnoœci: Wybierz umiejêtnoœci do walki i przeci¹gnij je na sloty. (Premium)
AUTO_TOOLTIP_LINE2	Wskazówka: Pod ka¿d¹ umiejêtnoœci¹ mo¿esz edytowaæ czas trwania aktywacji (w sek.)
AUTO_TOOLTIP_LINE3	Mikstury: Wybierz mikstury do walki i przeci¹gnij je na sloty. (Premium)
AUTO_TOOLTIP_LINE4	Wskazówka: Mikstury P¯ i PE zostan¹ aktywowane, gdy wartoœæ w % podana pod mikstur¹ spadnie poni¿ej danego poziomu.
AUTO_TOOLTIP_LINE5	Wskazówka: w ItemShopie mo¿esz aktywowaæ umiejêtnoœci, mikstury oraz wskrzeszenie.
AUTO_TOOLTIP_TITLE	Auto £owy - Pomoc
BATTLE_POINT	Punkty walki
BATTLE_ROYALE_ALIVE_COUNT	Prze¿y³o: %d
BATTLE_ROYALE_APPLICATION_TITLE	Battle Royale
BATTLE_ROYALE_CANNOT_OPEN_MALL	Tutaj tego nie mo¿esz otworzyæ.
BATTLE_ROYALE_KILL_COUNT	Pokonani przeciwnicy: %d
BATTLE_ROYALE_MAINBUTTON_APPLICATION	WeŸ udzia³
BATTLE_ROYALE_MAINBUTTON_CANCEL	Anuluj
BATTLE_ROYALE_MAINBUTTON_EXIT	WyjdŸ
BATTLE_ROYALE_MAINBUTTON_STARTABLE	Start
BATTLE_ROYALE_NOTIFY_APPLICATED	Zarejestrowa³eœ siê do Battle Royale. Mo¿esz do³¹czyæ, gdy zbierze siê wystarczaj¹ca liczba uczestników.
BATTLE_ROYALE_NOTIFY_ENTRY_CLOSED	Zakoñczono rejestracjê do Battle Royale.
BATTLE_ROYALE_NOTIFY_STARTABLE	Teraz mo¿esz do³¹czyæ do Battle Royale. Kliknij na przycisk eventu, by wzi¹æ udzia³.
BATTLE_ROYALE_NOTIFY_WINNER	Wygra³eœ.
BATTLE_ROYALE_PERSONAL_RANK	Osobista ranga: %d
BATTLE_ROYALE_QUESTION_USE_INFINITE_STAMINA	Czy chcesz u¿yæ bezkresnej wytrzyma³oœci?
BATTLE_ROYALE_WHO_KILLED	Gracz, który ciê zabi³: %s
BATTLE_ROYALE_WINNER_1	Wygra³eœ Battle Royale!
BATTLE_ROYALE_WINNER_2	Za moment zostaniesz teleportowany do wioski.
BEAD	Animosfera
BEAD_TIME_REMAINING_TO_GET	Animosfera zostanie na³adowana za: %d min.
BNW_COIN	Moneta Proroka
BUY_LIMIT_LEVEL	Limit zakupu: %s
CANNOT_ATTACK_DEST_IN_SAFE	Przeciwnik jest za daleko.
CANNOT_ATTACK_SELF_IN_SAFE	Nie mogê zaatakowaæ.
CANNOT_DOING_PRIVATE_SHOP_OPEN	Nic nie mo¿esz robiæ, dopóki masz otwarty prywatny sklep.
CANNOT_EQUIP_IN_EXCHANGE	Nie mo¿esz zmieniaæ wyposa¿enia podczas handlowania.
CANNOT_EQUIP_IN_SHOP	Nie mo¿esz zdj¹æ za³o¿onego ekwipunku podczas handlu.
CANNOT_OPEN_PRIVATE_SHOP_IN_SAFE_AREA	Nie mo¿esz otworzyæ prywatnego sklepu w miejscu publicznym.
CANNOT_SHOOT_DEST_IN_SAFE	Wróg jest za daleko.
CANNOT_SHOOT_EMPTY_ARROW	Potrzebujê Strza³y.
CANNOT_SHOOT_SELF_IN_SAFE	Nie mogê tego zrobiæ.
CANNOT_SKILL_APPROACH	Na pewno nie mogê podejœæ bli¿ej.
CANNOT_SKILL_ATTACK	Nie mogê zaatakowaæ.
CANNOT_SKILL_BLUE	Gdy aktywna jest Dusza Purpurowego Wilka, nie mo¿esz u¿yæ Duszy Wilka Indygo.
CANNOT_SKILL_DEST_IN_SAFE	Wróg jest za daleko.
CANNOT_SKILL_EQUIP_FISHING_ROD	Nie z³apiesz ¿adnej ryby bez za³o¿onej wêdki.
CANNOT_SKILL_HAVE_TO_RIDE	Potrzebujê Konia zanim bêdê móg³ tego u¿yæ.
CANNOT_SKILL_NEED_EMPTY_BOTTLE	Nie mam Pustej Butelki.
CANNOT_SKILL_NEED_POISON_BOTTLE	Nie mam Butelki Z Trucizn¹.
CANNOT_SKILL_NEED_TARGET	Kto jest celem?
CANNOT_SKILL_NOT_ENOUGH_HP	Mam za ma³o Punktów ¯ycia!
CANNOT_SKILL_NOT_ENOUGH_SP	Mam za ma³o Punktów Energii!
CANNOT_SKILL_NOT_HORSE_SKILL	Nie mogê tego u¿yæ podczas jazdy konnej.
CANNOT_SKILL_NOT_MATCHABLE_WEAPON	Nie mogê u¿yæ tej umiejêtnoœci z t¹ broni¹.
CANNOT_SKILL_NOT_YET_LEARN	Nie opanowa³em tej umiejêtnoœci.
CANNOT_SKILL_ONLY_FOR_ALLIANCE	To dzia³a tylko na cz³onków grupy.
CANNOT_SKILL_ONLY_FOR_CORPSE	To dzia³a tylko na martwych ludzi.
CANNOT_SKILL_RED	Gdy aktywna jest Dusza Wilka Indygo, nie mo¿esz u¿yæ Duszy Purpurowego Wilka.
CANNOT_SKILL_REMOVE_FISHING_ROD	Nie mogê u¿yæ tej umiejêtnoœci z Wêdk¹.
CANNOT_SKILL_SELF_IN_SAFE	Nie mogê zaatakowaæ z tego miejsca.
CANNOT_SKILL_USE_SELF	Nie mogê tego u¿yæ na sobie.
